-0.3654  	-0.0130  	-0.0071  	-0.7528  	-0.4514  	-0.5955  	0.00720  	0.66305  	0.50742  	0.46767  	0.63424  	-0.0662  	-0.1789  	-0.5900  	-1.3515  	-0.4796  	0.54263  	-0.0093  	0.42681  	0.57765  	0.25533  	-0.1869  	0.25226  	0.26818  	0.36494  	0.16858  	0.16186  	-0.1786  	-0.3908  	-0.4914  	-0.0972  	-0.1550  	0.38315  	-0.1942  	-0.2851  	0.02293  	0.24937  	-0.0532  	-0.0023  	0.16275  	0.20334  	-0.1850  	0.15790  	-0.0297  	-0.0107  	-0.0023  	-0.0211  	0.04713  	0.02239  	-0.0557  	-0.0826  	-0.0261  	-0.0242  	-0.0141  	-1.9773  	0.01875  	1.43051  	0.00356  	0.01926  	-0.0268  	5.80698  	0.00374  	0.04447  	-0.0011  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.4990  	-0.0608  	-0.0618  	-0.7039  	-0.4208  	-0.5618  	-0.0282  	0.63545  	0.45576  	0.37691  	0.60540  	-0.0341  	-0.2692  	-0.6731  	-1.2531  	-0.4982  	0.56237  	-0.0488  	0.43000  	0.51512  	0.34770  	-0.1987  	0.30040  	0.33471  	0.32841  	0.15737  	0.23066  	-0.2431  	-0.4451  	-0.4749  	-0.0902  	-0.1294  	0.33051  	-0.2127  	-0.2642  	-0.0007  	0.27933  	-0.0487  	-0.0318  	0.15765  	0.15512  	-0.1788  	0.11363  	-0.0224  	-0.0160  	-0.0038  	-0.0174  	0.01482  	0.01755  	-0.0581  	-0.0884  	-0.0329  	-0.0308  	-0.0094  	0.00395  	0.00722  	0.01220  	0.00683  	0.02400  	-0.0313  	-0.0100  	0.00218  	0.05742  	-0.0067  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.3166  	-0.0644  	0.01924  	-0.6214  	-0.3961  	-0.4405  	-0.0206  	0.62436  	0.43842  	0.39939  	0.56726  	-0.0405  	-0.2900  	-0.7709  	-1.2693  	-0.3684  	0.54460  	0.00196  	0.48210  	0.53145  	0.29221  	-0.1920  	0.27289  	0.32264  	0.39820  	0.14037  	0.27016  	-0.2424  	-0.4363  	-0.4573  	-0.1026  	-0.0996  	0.31517  	-0.2001  	-0.2660  	0.04751  	0.29431  	-0.0243  	-0.0302  	0.16360  	0.15923  	-0.1852  	0.12038  	-0.0099  	-0.0080  	-0.0019  	-0.0271  	0.01859  	0.02455  	-0.0704  	-0.0863  	-0.0312  	-0.0281  	-0.0116  	0.00645  	0.00884  	0.01064  	0.00730  	0.01867  	-0.0279  	-0.0082  	-0.0073  	0.06220  	-0.0067  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.2413  	-0.0299  	0.08306  	-0.6230  	-0.3547  	-0.4716  	0.02062  	0.62822  	0.43170  	0.52959  	0.63100  	0.00933  	-0.3012  	-0.7842  	-1.4257  	-0.2873  	0.49403  	0.02443  	0.47475  	0.55262  	0.21649  	-0.1947  	0.19297  	0.31044  	0.43377  	0.11299  	0.28006  	-0.1753  	-0.3768  	-0.4528  	-0.1296  	-0.0913  	0.30190  	-0.2066  	-0.2697  	0.11041  	0.24792  	-0.0370  	-0.0125  	0.19990  	0.17542  	-0.1757  	0.12113  	-0.0042  	-0.0214  	0.00097  	-0.0353  	0.04432  	0.03439  	-0.0657  	-0.0835  	-0.0284  	-0.0211  	-0.0147  	0.01055  	0.00869  	0.01477  	0.00730  	0.02022  	-0.0234  	-0.0055  	-0.0072  	0.06664  	-0.0064  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.2339  	-0.0633  	0.06528  	-0.6766  	-0.3570  	-0.4973  	0.05145  	0.55094  	0.41198  	0.51081  	0.62017  	-0.0484  	-0.2725  	-0.8433  	-1.4932  	-0.3134  	0.47879  	0.02665  	0.44344  	0.57382  	0.17139  	-0.1825  	0.14251  	0.31796  	0.47015  	0.10944  	0.29651  	-0.1876  	-0.3785  	-0.4354  	-0.1180  	-0.0703  	0.30999  	-0.1982  	-0.2734  	0.15725  	0.24725  	-0.0395  	-0.0036  	0.21158  	0.17249  	-0.1703  	0.14048  	-0.0200  	-0.0147  	-0.0010  	-0.0321  	0.04512  	0.04757  	-0.0757  	-0.0811  	-0.0340  	-0.0250  	-0.0102  	0.00779  	0.00958  	0.01725  	0.00899  	0.02057  	-0.0260  	-0.0089  	-0.0167  	0.06854  	-0.0092  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.2655  	-0.0385  	-0.0344  	-0.5570  	-0.3729  	-0.4597  	-0.0014  	0.58068  	0.41691  	0.40784  	0.61722  	-0.0068  	-0.2750  	-0.7315  	-1.3615  	-0.4040  	0.52990  	-0.0549  	0.43867  	0.55330  	0.34515  	-0.1465  	0.16882  	0.38269  	0.47328  	0.12072  	0.37243  	-0.2688  	-0.4581  	-0.4254  	-0.1459  	-0.0775  	0.31470  	-0.2195  	-0.1884  	0.10314  	0.30509  	-0.0431  	-0.0319  	0.17968  	0.10395  	-0.1593  	0.10995  	-0.0306  	0.00248  	0.00089  	-0.0323  	0.02914  	0.03597  	-0.0699  	-0.0680  	-0.0334  	-0.0286  	-0.0160  	0.00327  	0.01282  	0.01595  	0.00580  	0.02189  	-0.0162  	-0.0146  	-0.0146  	0.05811  	-0.0080  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.1732  	0.03235  	-0.0026  	-0.3408  	-0.2054  	-0.4165  	-0.0292  	0.69882  	0.46653  	0.34768  	0.37853  	0.00750  	-0.1076  	-0.4135  	-0.9386  	-0.5388  	0.54661  	-0.1684  	0.46954  	0.44230  	0.39991  	-0.1364  	0.26297  	0.44498  	0.41500  	0.11137  	0.43758  	-0.3116  	-0.4980  	-0.4004  	-0.1443  	-0.1104  	0.31647  	-0.2065  	-0.1113  	-0.0319  	0.29091  	-0.0748  	-0.0366  	0.25454  	0.04121  	-0.1409  	0.09015  	-0.0334  	-0.0071  	0.00124  	-0.0348  	0.02081  	0.03076  	-0.0515  	-0.0868  	-0.0333  	-0.0346  	-0.0095  	0.00231  	0.01218  	0.00844  	0.00842  	0.02677  	-0.0223  	-0.0220  	0.00982  	0.04898  	-0.0150  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
0.01141  	0.11116  	0.01882  	-0.0323  	-0.0877  	-0.2560  	0.01995  	0.79609  	0.47415  	0.40103  	0.06229  	-0.1682  	0.05415  	-0.0985  	-0.6780  	-0.6424  	0.52202  	-0.1521  	0.44574  	0.33792  	0.26596  	-0.0125  	0.28092  	0.29543  	0.56150  	0.09365  	0.43630  	-0.3889  	-0.2481  	-0.3208  	-0.1219  	-0.1556  	0.31585  	-0.2049  	-0.2010  	-0.0610  	0.19192  	-0.0925  	0.08632  	0.22469  	0.04556  	-0.1553  	0.09821  	-0.0105  	-0.0142  	0.00030  	-0.0333  	0.05656  	0.05007  	-0.0709  	-0.0884  	-0.0304  	-0.0255  	-0.0101  	0.01112  	0.02380  	-0.0047  	-0.0012  	0.01964  	-0.0119  	-0.0072  	0.00998  	0.04405  	-0.0137  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.1874  	0.06485  	-0.0521  	-0.2166  	-0.1099  	-0.4416  	0.01710  	0.71129  	0.44425  	0.33163  	0.23448  	-0.0307  	-0.0679  	-0.3193  	-0.7928  	-0.6370  	0.54939  	-0.1750  	0.43809  	0.40958  	0.29429  	-0.0908  	0.28368  	0.33347  	0.55220  	0.12002  	0.46644  	-0.3152  	-0.3446  	-0.3565  	-0.1228  	-0.1653  	0.33768  	-0.1976  	-0.1582  	-0.0402  	0.24270  	-0.0856  	0.02702  	0.20916  	0.03723  	-0.1319  	0.08382  	-0.0275  	-0.0086  	0.00048  	-0.0335  	0.05490  	0.04471  	-0.0785  	-0.0885  	-0.0373  	-0.0345  	-0.0186  	0.00209  	0.02344  	0.00919  	0.00198  	0.02777  	-0.0304  	-0.0049  	9.06363  	0.04231  	-0.0129  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
-0.4518  	-0.0318  	0.02006  	-0.7781  	-0.4249  	-0.5212  	0.01653  	0.68691  	0.46798  	0.34667  	0.61346  	-0.0483  	-0.2771  	-0.7098  	-1.2319  	-0.4278  	0.55054  	-0.0408  	0.48836  	0.51437  	0.44928  	-0.2007  	0.29962  	0.35985  	0.33605  	0.14284  	0.33503  	-0.3227  	-0.4915  	-0.4965  	-0.0845  	-0.1165  	0.34688  	-0.2261  	-0.2372  	-0.0351  	0.37784  	-0.0292  	-0.0544  	0.18179  	0.14707  	-0.1796  	0.08710  	-0.0142  	-0.0135  	0.00392  	-0.0242  	0.01228  	0.01651  	-0.0717  	-0.1048  	-0.0307  	-0.0381  	-0.0134  	0.00096  	0.01126  	0.00357  	0.00100  	0.02139  	-0.0180  	-0.0033  	0.01239  	0.04987  	-0.0128  	-0.0138  	0.14240  	-0.1866  	0.02538  	-0.0157  	1.16216  	1.25816  	121.627  	111.374  	
